id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_country_name,species_guess,scientific_name,common_name,taxon_id,taxon_family_name,taxon_genus_name,taxon_species_name
254771130,e554c1ac-de11-4ab2-85e5-9f6a38f40070,2024/07/08 08:34,2024-07-08,2024-07-08 00:34:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254771130,https://inaturalist-open-data.s3.amazonaws.com/photos/456417340/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,open,false,,"",,Hualien,Taiwan,Hasarius adansoni,Hasarius adansoni,安德遜蠅虎,347886,Salticidae,Hasarius,Hasarius adansoni
254771131,d58e62d5-803c-462c-a9e2-344600d83277,2024/07/08 08:34,2024-07-08,2024-07-08 00:34:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254771131,https://inaturalist-open-data.s3.amazonaws.com/photos/456417343/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Anepsion,Anepsion,,418941,Araneidae,Anepsion,
254771142,47e6aa39-ed7a-41cc-ab36-bedb73b513aa,2024/07/08 08:47,2024-07-08,2024-07-08 00:47:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254771142,https://inaturalist-open-data.s3.amazonaws.com/photos/456417408/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Ptocasius strupifer,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
254771150,f4decfb4-f230-491f-8fb1-554b13ec4f79,2024/07/08 08:55,2024-07-08,2024-07-08 00:55:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254771150,https://inaturalist-open-data.s3.amazonaws.com/photos/456417465/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Hamadruas hieroglyphica,Hamadruas hieroglyphica,象形文樹貓蛛,555822,Oxyopidae,Hamadruas,Hamadruas hieroglyphica
254771170,36c1c31e-6eeb-43a6-b881-0104571f56a9,2024/07/08 09:22,2024-07-08,2024-07-08 01:22:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254771170,https://inaturalist-open-data.s3.amazonaws.com/photos/456417628/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Rhene,Rhene,寬胸蠅虎屬,210610,Salticidae,Rhene,
254771180,3dd6391f-1245-4024-9e88-37b9db101083,2024/07/08 14:48,2024-07-08,2024-07-08 06:48:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254771180,https://inaturalist-open-data.s3.amazonaws.com/photos/456417727/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Rhene,Rhene,寬胸蠅虎屬,210610,Salticidae,Rhene,
254771181,4fd09ff9-4721-48f3-bc44-ab370fd7a5a7,2024/07/08 14:49,2024-07-08,2024-07-08 06:49:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254771181,https://inaturalist-open-data.s3.amazonaws.com/photos/456417738/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Siler cupreus,Siler cupreus,藍翠蛛,358360,Salticidae,Siler,Siler cupreus
254771190,1b75a944-4f64-4365-9a9c-b72be02e7858,2024/07/08 14:58,2024-07-08,2024-07-08 06:58:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254771190,https://inaturalist-open-data.s3.amazonaws.com/photos/456417855/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Leucauge,Leucauge,銀腹蛛屬,53466,Tetragnathidae,Leucauge,
254771194,f3c594cf-429d-48f6-9519-af3a16b691e6,2024/07/08 15:05,2024-07-08,2024-07-08 07:05:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254771194,https://inaturalist-open-data.s3.amazonaws.com/photos/456417873/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Rhene,Rhene,寬胸蠅虎屬,210610,Salticidae,Rhene,
254771195,300ee4fa-7e80-4180-830a-f0c368437198,2024/07/08 15:08,2024-07-08,2024-07-08 07:08:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254771195,https://inaturalist-open-data.s3.amazonaws.com/photos/456417924/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Ptocasius strupifer,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
254771198,ca910f64-cf1a-4739-be8b-c8e11b43f40f,2024/07/08 15:09,2024-07-08,2024-07-08 07:09:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254771198,https://inaturalist-open-data.s3.amazonaws.com/photos/456417911/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Cyrtophora exanthematica,Cyrtophora exanthematica,"方格雲斑蛛,方格網蜘蛛",360483,Araneidae,Cyrtophora,Cyrtophora exanthematica
254771199,37bc1169-3dfa-44ef-9a99-479843ed3344,2024/07/08 15:15,2024-07-08,2024-07-08 07:15:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254771199,https://inaturalist-open-data.s3.amazonaws.com/photos/456417967/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Rhene yunnanensis,Rhene yunnanensis,滇長腹蠅虎,1377610,Salticidae,Rhene,Rhene yunnanensis
254771200,4c56bd0b-3e57-4bd7-afcc-9d809aae4703,2024/07/08 15:11,2024-07-08,2024-07-08 07:11:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254771200,https://inaturalist-open-data.s3.amazonaws.com/photos/456417930/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Ptocasius strupifer,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
254771201,e38a5a96-9a48-420f-8c35-bbf1c3eafbef,2024/07/08 15:16,2024-07-08,2024-07-08 07:16:00 +0000,Taipei,8362598,greenechen,GreeneChen,research,CC-BY-NC,https://www.inaturalist.org/observations/254771201,https://inaturalist-open-data.s3.amazonaws.com/photos/456417980/medium.jpeg,,"","",1,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,梭德氏棘蛛,Gasteracantha sauteri,梭德氏棘蛛,503706,Araneidae,Gasteracantha,Gasteracantha sauteri
254772243,895c81e7-7978-449a-92b0-e7c508ad8748,2024/12/11 09:00,2024-12-11,2024-12-11 01:00:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254772243,https://inaturalist-open-data.s3.amazonaws.com/photos/456420411/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Epocilla blairei,Epocilla blairei,布氏艷蛛,209653,Salticidae,Epocilla,Epocilla blairei
254772249,19140c1e-569d-44cb-85f5-10e7237e898e,2024/12/11 08:28,2024-12-11,2024-12-11 00:28:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254772249,https://inaturalist-open-data.s3.amazonaws.com/photos/456420504/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Thelacantha brevispina,Thelacantha brevispina,短棘蛛,360593,Araneidae,Thelacantha,Thelacantha brevispina
254772251,256139cb-896d-427a-ae83-2ea8414a8f50,2024/12/11 08:30,2024-12-11,2024-12-11 00:30:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254772251,https://inaturalist-open-data.s3.amazonaws.com/photos/456420529/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Thiania suboppressa,Thiania suboppressa,細齒方胸蛛,707913,Salticidae,Thiania,Thiania suboppressa
254772253,c1a576cb-10df-4dd7-a405-4ada96dd7b80,2024/12/11 08:31,2024-12-11,2024-12-11 00:31:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254772253,https://inaturalist-open-data.s3.amazonaws.com/photos/456420569/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Cyrtophora exanthematica,Cyrtophora exanthematica,"方格雲斑蛛,方格網蜘蛛",360483,Araneidae,Cyrtophora,Cyrtophora exanthematica
254772491,7bc0b634-b219-4b1d-ae6b-9d2b9fb1728c,2024/07/04 08:28,2024-07-04,2024-07-04 00:28:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254772491,https://inaturalist-open-data.s3.amazonaws.com/photos/456422026/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Salticinae,Salticinae,跳蛛亞科,606933,Salticidae,,
254772495,b644c1e9-6745-4261-978b-e1159d713353,2024/07/04 08:29,2024-07-04,2024-07-04 00:29:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254772495,https://inaturalist-open-data.s3.amazonaws.com/photos/456422039/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Rhene,Rhene,寬胸蠅虎屬,210610,Salticidae,Rhene,
254773023,2149d9f2-4bb9-436c-8b42-6a2df2c2d0ff,2024/07/03 09:05,2024-07-03,2024-07-03 01:05:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254773023,https://inaturalist-open-data.s3.amazonaws.com/photos/456422404/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Salticinae,Salticinae,跳蛛亞科,606933,Salticidae,,
254773035,162ea5f1-dcf2-46f3-bc87-b60cd235c682,2024/07/03 09:15,2024-07-03,2024-07-03 01:15:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254773035,https://inaturalist-open-data.s3.amazonaws.com/photos/456422483/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Rhene yunnanensis,Rhene yunnanensis,滇長腹蠅虎,1377610,Salticidae,Rhene,Rhene yunnanensis
254773038,7a6222e5-b080-493b-aeaa-c7a81a5f0b4c,2024/07/03 08:40,2024-07-03,2024-07-03 00:40:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254773038,https://inaturalist-open-data.s3.amazonaws.com/photos/456422509/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Leucauge,Leucauge,銀腹蛛屬,53466,Tetragnathidae,Leucauge,
254773075,35d919c0-88e9-4300-85cc-111563642590,2024/07/03 08:53,2024-07-03,2024-07-03 00:53:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254773075,https://inaturalist-open-data.s3.amazonaws.com/photos/456422636/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Cyrtophora exanthematica,Cyrtophora exanthematica,"方格雲斑蛛,方格網蜘蛛",360483,Araneidae,Cyrtophora,Cyrtophora exanthematica
254773628,815f6cd2-6c33-4cb5-a9ae-274b51b7af85,2024/07/02 14:32,2024-07-02,2024-07-02 06:32:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254773628,https://inaturalist-open-data.s3.amazonaws.com/photos/456423547/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Neoscona punctigera,Neoscona punctigera,茶色姬鬼蛛,243814,Araneidae,Neoscona,Neoscona punctigera
254773650,d51cf5dc-64df-4535-a20a-e1c71c76bc72,2024/07/02 09:30,2024-07-02,2024-07-02 01:30:00 +0000,Taipei,8362598,greenechen,GreeneChen,research,CC-BY-NC,https://www.inaturalist.org/observations/254773650,https://inaturalist-open-data.s3.amazonaws.com/photos/456423666/medium.jpeg,,"","",1,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,古氏棘蛛,Gasteracantha kuhli,古氏棘蛛,847983,Araneidae,Gasteracantha,Gasteracantha kuhli
254773652,daf9a555-ad60-4060-af3a-b1be8eeeb2e3,2024/07/02 09:31,2024-07-02,2024-07-02 01:31:00 +0000,Taipei,8362598,greenechen,GreeneChen,research,CC-BY-NC,https://www.inaturalist.org/observations/254773652,https://inaturalist-open-data.s3.amazonaws.com/photos/456423684/medium.jpeg,,"","",1,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,梭德氏棘蛛,Gasteracantha sauteri,梭德氏棘蛛,503706,Araneidae,Gasteracantha,Gasteracantha sauteri
254773655,c76e16d4-22e0-43eb-a122-ea9b92efa2a6,2024/07/02 09:35,2024-07-02,2024-07-02 01:35:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254773655,https://inaturalist-open-data.s3.amazonaws.com/photos/456423709/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,崎枝氏毛圓蛛,Eriovixia sakiedaorum,崎枝氏毛圓蛛,602971,Araneidae,Eriovixia,Eriovixia sakiedaorum
254778370,645794e7-d853-41a5-90b2-7dc7406a943c,2024/06/26 09:25,2024-06-26,2024-06-26 01:25:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254778370,https://inaturalist-open-data.s3.amazonaws.com/photos/456432418/medium.jpg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Ptocasius strupifer,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
254778380,0549ebdb-e408-408e-95ac-0362362cdd2b,2024/06/26 09:36,2024-06-26,2024-06-26 01:36:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254778380,https://inaturalist-open-data.s3.amazonaws.com/photos/456432457/medium.jpg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Thomisus,Thomisus,蟹蛛屬,59282,Thomisidae,Thomisus,
254778958,cbe8aa38-98f1-48c8-87a9-a0e107a47a43,2024/06/24 15:43,2024-06-24,2024-06-24 07:43:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254778958,https://inaturalist-open-data.s3.amazonaws.com/photos/456433584/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Mastira,Mastira,乳蟹蛛屬,420833,Thomisidae,Mastira,
254778968,73ef6fb3-a9e2-4411-9cf4-d372d0656069,2024/06/24 15:57,2024-06-24,2024-06-24 07:57:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254778968,https://inaturalist-open-data.s3.amazonaws.com/photos/456433655/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Ptocasius strupifer,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
254778981,ec777e94-a2a9-438c-a12a-26cb37d9e608,2024/06/24 08:11,2024-06-24,2024-06-24 00:11:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254778981,https://inaturalist-open-data.s3.amazonaws.com/photos/456433735/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,,,Hualien,Taiwan,安格蛛屬,Angaeus rhombifer,鑽腹蟹蛛,778590,Thomisidae,Angaeus,Angaeus rhombifer
254778987,0c45ff55-fff5-4ca7-99ee-ece8d5190442,2024/06/24 08:15,2024-06-24,2024-06-24 00:15:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254778987,https://inaturalist-open-data.s3.amazonaws.com/photos/456433782/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Leucauge tessellata,Leucauge tessellata,方格銀腹蛛,508569,Tetragnathidae,Leucauge,Leucauge tessellata
254778989,e59aad81-8995-4416-adb8-f694052b30e7,2024/06/24 08:16,2024-06-24,2024-06-24 00:16:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254778989,https://inaturalist-open-data.s3.amazonaws.com/photos/456433802/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Heteropoda venatoria,Heteropoda venatoria,白額高腳蛛,48765,Sparassidae,Heteropoda,Heteropoda venatoria
254779014,017ea51d-2650-4456-b36a-219ba8433cf1,2024/06/24 08:33,2024-06-24,2024-06-24 00:33:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254779014,https://inaturalist-open-data.s3.amazonaws.com/photos/456433943/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Rhene yunnanensis,Rhene yunnanensis,滇長腹蠅虎,1377610,Salticidae,Rhene,Rhene yunnanensis
254779019,9dad3dc5-956e-41a0-aa32-659717546517,2024/06/24 08:39,2024-06-24,2024-06-24 00:39:00 +0000,Taipei,8362598,greenechen,GreeneChen,research,CC-BY-NC,https://www.inaturalist.org/observations/254779019,https://inaturalist-open-data.s3.amazonaws.com/photos/456433979/medium.jpeg,,"","",1,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,open,false,,"",,Hualien,Taiwan,人面蜘蛛,Nephila pilipes,人面蜘蛛,68390,Nephilidae,Nephila,Nephila pilipes
254779897,5dbbc777-18fd-402b-a2d5-1bdd0ddfc23f,2024/06/21 13:51,2024-06-21,2024-06-21 05:51:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254779897,https://inaturalist-open-data.s3.amazonaws.com/photos/456435348/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Rhene,Rhene,寬胸蠅虎屬,210610,Salticidae,Rhene,
254779901,5bc13c1b-8c19-452e-88fb-c05187ececcd,2024/06/21 13:56,2024-06-21,2024-06-21 05:56:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254779901,https://inaturalist-open-data.s3.amazonaws.com/photos/456435422/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,open,false,,"",,Hualien,Taiwan,Hasarius adansoni,Hasarius adansoni,安德遜蠅虎,347886,Salticidae,Hasarius,Hasarius adansoni
254779902,53bd696a-f381-4755-96f8-6e2b2f793552,2024/06/21 13:55,2024-06-21,2024-06-21 05:55:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254779902,https://inaturalist-open-data.s3.amazonaws.com/photos/456435406/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Menemerus bivittatus,Menemerus bivittatus,雙帶扁蠅虎,68062,Salticidae,Menemerus,Menemerus bivittatus
254779905,a3a48a65-67c0-40ef-b94e-effe4e9a80da,2024/06/21 13:56,2024-06-21,2024-06-21 05:56:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254779905,https://inaturalist-open-data.s3.amazonaws.com/photos/456435418/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Menemerus,Menemerus,扁蠅虎屬,68064,Salticidae,Menemerus,
254779912,afb5d3eb-0684-43da-907b-4c8af9df3777,2024/06/21 14:00,2024-06-21,2024-06-21 06:00:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254779912,https://inaturalist-open-data.s3.amazonaws.com/photos/456435473/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Kelawakaju,Kelawakaju,,1427978,Salticidae,Kelawakaju,
254779913,510858bd-dddd-42a8-b4ac-2ef40563facf,2024/06/21 14:01,2024-06-21,2024-06-21 06:01:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254779913,https://inaturalist-open-data.s3.amazonaws.com/photos/456435481/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Epeus glorius,Epeus glorius,榮艾普蛛,544576,Salticidae,Epeus,Epeus glorius
254779921,4e420e35-eab2-4750-9d32-6b5540c82538,2024/06/21 14:07,2024-06-21,2024-06-21 06:07:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254779921,https://inaturalist-open-data.s3.amazonaws.com/photos/456435506/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Mastira,Mastira,乳蟹蛛屬,420833,Thomisidae,Mastira,
254779923,3caa3194-9558-4891-9f14-7b50ffab0a34,2024/06/21 14:09,2024-06-21,2024-06-21 06:09:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254779923,https://inaturalist-open-data.s3.amazonaws.com/photos/456435524/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Epeus glorius,Epeus glorius,榮艾普蛛,544576,Salticidae,Epeus,Epeus glorius
254779932,69de9c5f-3822-434f-86d6-8ea0fd841419,2024/06/21 14:14,2024-06-21,2024-06-21 06:14:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254779932,https://inaturalist-open-data.s3.amazonaws.com/photos/456435609/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Ptocasius strupifer,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
254779936,ddec26f7-4531-4010-be2a-7ac9998d7504,2024/06/21 14:15,2024-06-21,2024-06-21 06:15:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254779936,https://inaturalist-open-data.s3.amazonaws.com/photos/456435640/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Salticinae,Salticinae,跳蛛亞科,606933,Salticidae,,
254779949,25192ef9-49f1-4cb5-9f69-83411372346d,2024/06/21 14:21,2024-06-21,2024-06-21 06:21:00 +0000,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/254779949,https://inaturalist-open-data.s3.amazonaws.com/photos/456435727/medium.jpeg,,"","",0,0,false,,"Taroko, TW-TA-HL, TW-TA, TW",24.1583106,121.6212098,80,,,,80,,,false,,"",,Hualien,Taiwan,Myrmarachne,Myrmarachne,蟻蛛屬,51780,Salticidae,Myrmarachne,
