id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,quality_grade,license,url,image_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_country_name,species_guess,scientific_name,common_name,taxon_id,taxon_family_name,taxon_genus_name,taxon_species_name
319321608,cdf2a3db-7459-4c58-bed7-a77e9072629b,2025/09/30 18:51,2025-09-30,2025-09-30 10:51:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321608,https://inaturalist-open-data.s3.amazonaws.com/photos/577120346/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,,false,,manual,,Hualien,Taiwan,長腳蛛屬,Tetragnatha,長腳蛛屬,47550,Tetragnathidae,Tetragnatha,
319321610,52964bbb-4faf-4f9a-bb78-5e80af4ec4b8,2025/09/30 18:53,2025-09-30,2025-09-30 10:53:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321610,https://inaturalist-open-data.s3.amazonaws.com/photos/577120407/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,,false,,manual,,Hualien,Taiwan,姬蛛科,Theridiidae,姬蛛科,47371,Theridiidae,,
319321611,ca186c77-6408-4a69-93e9-9360ecdfae11,2025/09/30 18:55,2025-09-30,2025-09-30 10:55:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321611,https://inaturalist-open-data.s3.amazonaws.com/photos/577120434/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,,false,,manual,,Hualien,Taiwan,銀腹蛛屬,Leucauge,銀腹蛛屬,53466,Tetragnathidae,Leucauge,
319321612,027fa04a-2797-47a8-b56a-3c1d647402a4,2025/09/30 18:57,2025-09-30,2025-09-30 10:57:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,research,CC-BY-NC,https://www.inaturalist.org/observations/319321612,https://inaturalist-open-data.s3.amazonaws.com/photos/577120463/medium.jpg,"","",2,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,open,false,,manual,,Hualien,Taiwan,人面蜘蛛,Nephila pilipes,人面蜘蛛,68390,Nephilidae,Nephila,Nephila pilipes
319321613,d5e8380c-d65a-412a-9754-1ef665a88e6f,2025/09/30 18:59,2025-09-30,2025-09-30 10:59:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321613,https://inaturalist-open-data.s3.amazonaws.com/photos/577140562/medium.jpg,"","",1,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,,false,,manual,,Hualien,Taiwan,安格蛛屬,Angaeus,安格蛛屬,335031,Thomisidae,Angaeus,
319321614,36dbf948-4beb-4908-b7ab-4e9292017dc8,2025/09/30 18:57,2025-09-30,2025-09-30 10:57:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321614,https://inaturalist-open-data.s3.amazonaws.com/photos/577120462/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,,false,,manual,,Hualien,Taiwan,紅螯蛛科,Cheiracanthiidae,紅螯蛛科,808367,Cheiracanthiidae,,
319321615,8ca3368d-47cd-449e-a4fc-05efad0c840f,2025/09/30 19:00,2025-09-30,2025-09-30 11:00:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321615,https://inaturalist-open-data.s3.amazonaws.com/photos/577120574/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,,false,,manual,,Hualien,Taiwan,高腳蛛屬,Heteropoda,高腳蛛屬,48766,Sparassidae,Heteropoda,
319321616,621df446-22ab-4122-8657-a46adc9ad094,2025/09/30 19:07,2025-09-30,2025-09-30 11:07:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321616,https://inaturalist-open-data.s3.amazonaws.com/photos/577120606/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,,false,,manual,,Hualien,Taiwan,銀腹蛛屬,Leucauge,銀腹蛛屬,53466,Tetragnathidae,Leucauge,
319321617,bb1f4e87-92cd-4583-8cc3-cd52056f728a,2025/09/30 19:08,2025-09-30,2025-09-30 11:08:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321617,https://inaturalist-open-data.s3.amazonaws.com/photos/577120641/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,,false,,manual,,Hualien,Taiwan,毛垛兜跳蛛,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
319321620,77baed67-9d96-4061-996d-6811b08a9c6a,2025/09/30 19:12,2025-09-30,2025-09-30 11:12:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321620,https://inaturalist-open-data.s3.amazonaws.com/photos/577120674/medium.jpg,"","",1,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,open,false,,manual,,Hualien,Taiwan,人面蜘蛛,Nephila pilipes,人面蜘蛛,68390,Nephilidae,Nephila,Nephila pilipes
319321621,8db5b092-8e13-45ac-9186-ba80c5514322,2025/09/30 19:51,2025-09-30,2025-09-30 11:51:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321621,https://inaturalist-open-data.s3.amazonaws.com/photos/577120683/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,,false,,manual,,Hualien,Taiwan,幽靈蛛科,Pholcidae,幽靈蛛科,47823,Pholcidae,,
319321622,fbff4e8f-84f8-41b5-975f-da5f1b633d2c,2025/09/30 20:05,2025-09-30,2025-09-30 12:05:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321622,https://inaturalist-open-data.s3.amazonaws.com/photos/577120702/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,,false,,manual,,Hualien,Taiwan,姬蛛科,Theridiidae,姬蛛科,47371,Theridiidae,,
319321623,7873e3aa-2784-45d8-ab61-bcec831f8f5f,2025/09/30 20:17,2025-09-30,2025-09-30 12:17:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321623,https://inaturalist-open-data.s3.amazonaws.com/photos/577120710/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,,false,,manual,,Hualien,Taiwan,塵蛛屬,Cyclosa,塵蛛屬,127360,Araneidae,Cyclosa,
319321624,1f3e230b-e241-4d6a-92a0-e5aa0d9092c7,2025/09/30 20:40,2025-09-30,2025-09-30 12:40:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321624,https://inaturalist-open-data.s3.amazonaws.com/photos/577120714/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,,false,,manual,,Hualien,Taiwan,蜘蛛目,Araneae,蜘蛛目,47118,,,
319321632,e4a3ffc4-136e-4f97-8f2e-060b0426b051,2025/09/30 21:07,2025-09-30,2025-09-30 13:07:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321632,https://inaturalist-open-data.s3.amazonaws.com/photos/577120950/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,,false,,manual,,Hualien,Taiwan,夜蛛屬,Miagrammopes,夜蛛屬,202464,Uloboridae,Miagrammopes,
319321634,fe4a5269-52eb-4185-8c5a-54db5f8180e1,2025/09/30 21:09,2025-09-30,2025-09-30 13:09:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321634,https://inaturalist-open-data.s3.amazonaws.com/photos/577121143/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158863,121.621968,119,,,,119,,,false,,manual,,Hualien,Taiwan,五紋鬼蛛,Aoaraneus pentagrammicus,五紋鬼蛛,1341458,Araneidae,Aoaraneus,Aoaraneus pentagrammicus
319321638,a06504a6-5977-48e2-aeb3-9578c7888d23,2025/10/01 10:00,2025-10-01,2025-10-01 02:00:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321638,https://inaturalist-open-data.s3.amazonaws.com/photos/577121646/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1616300779,121.6183760395,152,,,,152,,,false,,,,Hualien,Taiwan,遜蠅虎屬,Hasarius,遜蠅虎屬,244360,Salticidae,Hasarius,
319321639,7fd41fe3-9d2c-4f60-9a38-b752bcccf165,2025/10/01 10:02,2025-10-01,2025-10-01 02:02:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321639,https://inaturalist-open-data.s3.amazonaws.com/photos/577121686/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1616300779,121.6183760395,152,,,,152,,,false,,,,Hualien,Taiwan,遜蠅虎屬,Hasarius,遜蠅虎屬,244360,Salticidae,Hasarius,
319321641,85f70011-74dd-4aa4-b744-617304342056,2025/10/01 10:21,2025-10-01,2025-10-01 02:21:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321641,https://inaturalist-open-data.s3.amazonaws.com/photos/577121726/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1616300779,121.6183760395,152,,,,152,,,false,,,,Hualien,Taiwan,Gedea,Gedea,,420371,Salticidae,Gedea,
319321643,bce7a455-43dd-4eb5-b354-32412f006c74,2025/10/01 10:23,2025-10-01,2025-10-01 02:23:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321643,https://inaturalist-open-data.s3.amazonaws.com/photos/577121820/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1616300779,121.6183760395,152,,,,152,,,false,,,,Hualien,Taiwan,Gedea,Gedea,,420371,Salticidae,Gedea,
319321644,df88d542-a5fb-42a8-a703-589ba35f8ea9,2025/10/01 10:43,2025-10-01,2025-10-01 02:43:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321644,https://inaturalist-open-data.s3.amazonaws.com/photos/577121977/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1594077186,121.621915832,152,,,,152,,,false,,,,Hualien,Taiwan,兜蠅虎屬,Ptocasius,兜蠅虎屬,420566,Salticidae,Ptocasius,
319321647,419ec3a3-24c7-46a4-ac71-2147637e51cd,2025/10/01 11:05,2025-10-01,2025-10-01 03:05:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321647,https://inaturalist-open-data.s3.amazonaws.com/photos/577122066/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1594077186,121.621915832,152,,,,152,,,false,,,,Hualien,Taiwan,蠅虎科,Salticidae,蠅虎科,48139,Salticidae,,
319321648,0baa4dfe-c802-4d1f-8715-5aaa9cbfa67d,2025/10/01 11:10,2025-10-01,2025-10-01 03:10:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321648,https://inaturalist-open-data.s3.amazonaws.com/photos/577122117/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1594077186,121.621915832,152,,,,152,,,false,,,,Hualien,Taiwan,蟱蛛屬,Uloborus,蟱蛛屬,121467,Uloboridae,Uloborus,
319321649,9a7b04ce-36d3-4088-8cb6-a9683d09b4a5,2025/10/01 11:20,2025-10-01,2025-10-01 03:20:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321649,https://inaturalist-open-data.s3.amazonaws.com/photos/577122179/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1594077186,121.621915832,152,,,,152,,,false,,,,Hualien,Taiwan,眼鏡擬黑條蠅虎,Phintelloides versicolor,眼鏡擬黑條蠅虎,967406,Salticidae,Phintelloides,Phintelloides versicolor
319321652,821bf922-7d82-48ae-8278-38dc52358128,2025/10/01 11:21,2025-10-01,2025-10-01 03:21:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321652,https://inaturalist-open-data.s3.amazonaws.com/photos/577122190/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1594077186,121.621915832,152,,,,152,,,false,,,,Hualien,Taiwan,眼鏡擬黑條蠅虎,Phintelloides versicolor,眼鏡擬黑條蠅虎,967406,Salticidae,Phintelloides,Phintelloides versicolor
319321654,fcb244fa-89bf-4d1e-92ca-bb5bdcf265ee,2025/10/01 18:57,2025-10-01,2025-10-01 10:57:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321654,https://inaturalist-open-data.s3.amazonaws.com/photos/577147598/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.1594077186,121.621915832,152,,,,152,,,false,,"",,Hualien,Taiwan,寄居姬蛛屬,Argyrodes,寄居姬蛛屬,47432,Theridiidae,Argyrodes,
319321658,69107f54-1b05-44c0-9c89-4ffb97acf9c0,2025/10/01 18:58,2025-10-01,2025-10-01 10:58:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321658,https://inaturalist-open-data.s3.amazonaws.com/photos/577122353/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.1594077186,121.621915832,152,,,,152,,,false,,"",,Hualien,Taiwan,Tylorida,Tylorida,,201369,Tetragnathidae,Tylorida,
319321659,67fb75a2-ac93-4c35-a432-bfbb84db0b08,2025/10/01 19:01,2025-10-01,2025-10-01 11:01:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321659,https://inaturalist-open-data.s3.amazonaws.com/photos/577122413/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.1594077186,121.621915832,152,,,,152,,,false,,"",,Hualien,Taiwan,梭德氏棘蛛,Gasteracantha sauteri,梭德氏棘蛛,503706,Araneidae,Gasteracantha,Gasteracantha sauteri
319321660,4dc0272a-0d8e-4992-9308-13dd64ac525d,2025/10/01 19:01,2025-10-01,2025-10-01 11:01:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321660,https://inaturalist-open-data.s3.amazonaws.com/photos/577122419/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.1594077186,121.621915832,152,,,,152,,,false,,"",,Hualien,Taiwan,高腳蛛屬,Heteropoda,高腳蛛屬,48766,Sparassidae,Heteropoda,
319321662,ab95808f-5e26-4bc3-a89d-34f58c6849f7,2025/10/01 19:04,2025-10-01,2025-10-01 11:04:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321662,https://inaturalist-open-data.s3.amazonaws.com/photos/577122492/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.1594077186,121.621915832,152,,,,152,,,false,,"",,Hualien,Taiwan,Uthina,Uthina,,421303,Pholcidae,Uthina,
319321663,2643d2e1-8566-46e4-b001-023e6ad7b9cd,2025/10/01 19:02,2025-10-01,2025-10-01 11:02:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321663,https://inaturalist-open-data.s3.amazonaws.com/photos/577122444/medium.jpg,"","",1,0,false,,972台灣花蓮縣秀林鄉,24.1594077186,121.621915832,152,,,,152,,,false,,"",,Hualien,Taiwan,方格銀腹蛛,Leucauge tessellata,方格銀腹蛛,508569,Tetragnathidae,Leucauge,Leucauge tessellata
319321666,dc321cdf-44b7-4d97-b869-c405ac72fe98,2025/10/01 19:06,2025-10-01,2025-10-01 11:06:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,research,CC-BY-NC,https://www.inaturalist.org/observations/319321666,https://inaturalist-open-data.s3.amazonaws.com/photos/577122579/medium.jpg,"","",2,0,false,,972台灣花蓮縣秀林鄉,24.1594077186,121.621915832,152,,,,152,,open,false,,"",,Hualien,Taiwan,人面蜘蛛,Nephila pilipes,人面蜘蛛,68390,Nephilidae,Nephila,Nephila pilipes
319321667,20518cd7-a41b-4061-b717-04821979c39b,2025/10/01 19:05,2025-10-01,2025-10-01 11:05:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321667,https://inaturalist-open-data.s3.amazonaws.com/photos/577122524/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.1594077186,121.621915832,152,,,,152,,,false,,"",,Hualien,Taiwan,姬蛛科,Theridiidae,姬蛛科,47371,Theridiidae,,
319321669,49faeeeb-5078-4c09-85e9-dc9c5c84e2b5,2025/10/01 19:07,2025-10-01,2025-10-01 11:07:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321669,https://inaturalist-open-data.s3.amazonaws.com/photos/577122609/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.1594077186,121.621915832,152,,,,152,,,false,,"",,Hualien,Taiwan,蟱蛛屬,Uloborus,蟱蛛屬,121467,Uloboridae,Uloborus,
319321670,ebb0c922-446b-4a51-8fcb-7b5e3887a815,2025/10/01 19:08,2025-10-01,2025-10-01 11:08:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321670,https://inaturalist-open-data.s3.amazonaws.com/photos/577122652/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.1594077186,121.621915832,152,,,,152,,,false,,"",,Hualien,Taiwan,微姬蛛屬,Phycosoma,藻蛛屬,250010,Theridiidae,Phycosoma,
319321671,6d91a9f6-0127-4325-87cc-f7f02f8d2fa2,2025/10/01 19:14,2025-10-01,2025-10-01 11:14:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321671,https://inaturalist-open-data.s3.amazonaws.com/photos/577122740/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.159325,121.62129,,,,,,,,false,,"",,Hualien,Taiwan,梭德氏棘蛛,Gasteracantha sauteri,梭德氏棘蛛,503706,Araneidae,Gasteracantha,Gasteracantha sauteri
319321672,96e10de8-f046-4957-91c4-970f170cd887,2025/10/01 19:16,2025-10-01,2025-10-01 11:16:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321672,https://inaturalist-open-data.s3.amazonaws.com/photos/577122743/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.159325,121.62129,,,,,,,,false,,"",,Hualien,Taiwan,紅螯蛛屬,Cheiracanthium,紅螯蛛屬,61868,Cheiracanthiidae,Cheiracanthium,
319321673,0f29a4bd-fcdc-4966-864c-5619baf4a3bf,2025/10/01 19:16,2025-10-01,2025-10-01 11:16:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321673,https://inaturalist-open-data.s3.amazonaws.com/photos/577122785/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.159325,121.62129,,,,,,,,false,,"",,Hualien,Taiwan,高腳蛛屬,Heteropoda,高腳蛛屬,48766,Sparassidae,Heteropoda,
319321677,9722531c-0939-471e-a27c-86a517bce58c,2025/10/01 19:20,2025-10-01,2025-10-01 11:20:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321677,https://inaturalist-open-data.s3.amazonaws.com/photos/577122885/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158201,121.62222,,,,,,,,false,,"",,Hualien,Taiwan,雲斑蛛屬,Cyrtophora,雲斑蛛屬,49717,Araneidae,Cyrtophora,
319321679,cac298cd-0d80-401d-a0ca-a47ea8a455a9,2025/10/01 19:23,2025-10-01,2025-10-01 11:23:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321679,https://inaturalist-open-data.s3.amazonaws.com/photos/577122964/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158201,121.62222,,,,,,,,false,,"",,Hualien,Taiwan,金蛛科,Araneidae,金蛛科,47535,Araneidae,,
319321681,da4f33a2-3da5-4a22-8f63-cc2a385a599f,2025/10/01 19:24,2025-10-01,2025-10-01 11:24:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321681,https://inaturalist-open-data.s3.amazonaws.com/photos/577122997/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158201,121.62222,,,,,,,,false,,"",,Hualien,Taiwan,擬肥腹蛛屬,Parasteatoda,擬肥腹蛛屬,120584,Theridiidae,Parasteatoda,
319321682,4b38dc2a-6005-4193-8d3c-5dc6488142b2,2025/10/01 19:24,2025-10-01,2025-10-01 11:24:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,research,CC-BY-NC,https://www.inaturalist.org/observations/319321682,https://inaturalist-open-data.s3.amazonaws.com/photos/577123029/medium.jpg,"","",1,0,false,,972台灣花蓮縣秀林鄉,24.158201,121.62222,,,,,,,,false,,"",,Hualien,Taiwan,茶色姬鬼蛛,Neoscona punctigera,茶色姬鬼蛛,243814,Araneidae,Neoscona,Neoscona punctigera
319321683,d1427617-13e1-4a0e-993a-cb30ef37c0fa,2025/10/01 19:30,2025-10-01,2025-10-01 11:30:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321683,https://inaturalist-open-data.s3.amazonaws.com/photos/577123093/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158201,121.62222,,,,,,,,false,,"",,Hualien,Taiwan,不丹蛛屬,Bhutaniella,不丹蛛屬,420695,Sparassidae,Bhutaniella,
319321686,29bcaa84-2934-4616-a9bd-dd359db4ea0d,2025/10/01 19:31,2025-10-01,2025-10-01 11:31:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321686,https://inaturalist-open-data.s3.amazonaws.com/photos/577123112/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158201,121.62222,,,,,,,,false,,"",,Hualien,Taiwan,刺足蛛科,Phrurolithidae,刺足蛛科,416723,Phrurolithidae,,
319321687,ced4a88f-4742-4993-94f5-043129e06664,2025/10/01 19:40,2025-10-01,2025-10-01 11:40:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321687,https://inaturalist-open-data.s3.amazonaws.com/photos/577123116/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158201,121.62222,,,,,,,,false,,"",,Hualien,Taiwan,毛垛兜跳蛛,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
319321689,bb0296ac-8884-4b01-a089-e5a9de139299,2025/10/01 19:42,2025-10-01,2025-10-01 11:42:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321689,https://inaturalist-open-data.s3.amazonaws.com/photos/577123141/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158201,121.62222,,,,,,,,false,,"",,Hualien,Taiwan,渦蛛科,Uloboridae,渦蛛科,121468,Uloboridae,,
319321690,405b2411-0c58-4db6-82af-90ed35da00fa,2025/10/01 19:44,2025-10-01,2025-10-01 11:44:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321690,https://inaturalist-open-data.s3.amazonaws.com/photos/577123171/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158201,121.62222,,,,,,,,false,,"",,Hualien,Taiwan,不丹蛛屬,Bhutaniella,不丹蛛屬,420695,Sparassidae,Bhutaniella,
319321694,c2ee16d2-e014-418e-b845-456fd805eb49,2025/10/01 19:47,2025-10-01,2025-10-01 11:47:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,research,CC-BY-NC,https://www.inaturalist.org/observations/319321694,https://inaturalist-open-data.s3.amazonaws.com/photos/577123193/medium.jpg,"","",3,0,false,,972台灣花蓮縣秀林鄉,24.158201,121.62222,,,,,,,open,false,,"",,Hualien,Taiwan,人面蜘蛛,Nephila pilipes,人面蜘蛛,68390,Nephilidae,Nephila,Nephila pilipes
319321695,22a7338f-f57f-43cf-8a1e-78412739f28b,2025/10/01 19:54,2025-10-01,2025-10-01 11:54:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321695,https://inaturalist-open-data.s3.amazonaws.com/photos/577123198/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158201,121.62222,,,,,,,,false,,"",,Hualien,Taiwan,秦高腳蛛屬,Sinopoda,秦高腳蛛屬,360665,Sparassidae,Sinopoda,
319321697,9e72cd5e-6ae1-4ecd-9867-57a590b9aeff,2025/10/01 19:57,2025-10-01,2025-10-01 11:57:00 UTC,Taipei,1298623,sailcat,PEI-JIUN GUAN,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/319321697,https://inaturalist-open-data.s3.amazonaws.com/photos/577123216/medium.jpg,"","",0,0,false,,972台灣花蓮縣秀林鄉,24.158201,121.62222,,,,,,,,false,,"",,Hualien,Taiwan,Uthina,Uthina,,421303,Pholcidae,Uthina,
