ID,family,genus,species,sex,count,year,month,day,city,township,site,country,lat,long,collector,time,COI
Ar13071,Tetragnathidae,Mesida,cf. gemmea,m,1,2025,11,19,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,林佩樺,day,
Ar13072,Tetragnathidae,Leucauge,blanda,m,2,2025,11,19,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,林佩樺,day,
Ar13073,Theridiidae,Anelosimus,chonganicus,m,1,2025,11,19,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,林佩樺,day,
Ar13074,Oxyopidae,Oxyopes,hasta,m,1,2025,11,19,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,林佩樺,day,
Ar13075,Theridiidae,Anelosimus,chonganicus,f,1,2025,11,19,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,管珮均,night,
Ar13076,Linyphiidae,,,m,1,2025,11,19,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,林佩樺,day,
Ar13077,Thomisidae,Thomisus,labefactus,f,1,2025,10,7,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,陳顧淋,day,v
Ar13078,Salticidae,Epocilla,,f,1,2025,10,7,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,陳顧淋,day,v
Ar13079,Salticidae,Chalcovietnamicus,,j,1,2025,10,8,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,陳顧淋,day,
Ar13080,Thomisidae,Ozyptila,,j,1,2025,10,8,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,陳顧淋,day,v
Ar13081,Thomisidae,Thomisus,labefactus,f,1,2025,10,8,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,陳顧淋,day,v
Ar13082,Salticidae,Carrhotus,sannio,m,1,2025,10,8,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,陳顧淋,day,
HWCAr-00688,Salticidae,Gedea,,m,1,2025,10,2,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,黃文俊,day,v
HWCAr-00689,Salticidae,Rhene,,m,1,2025,10,2,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,黃文俊,day,v
JUV-1301,Thomisidae,Angaeus,rhombifer,jf,1,2025,9,30,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,,night,
JUV-1301,Tetragnathidae,Tetragnatha,,j,1,2025,9,30,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,,night,
JUV-1302,Araneidae,Eriovixia,excelsa,jm,1,2025,10,2,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,,day,
JUV-1303,Theridiidae,Anelosimus,,jf,1,2025,10,1,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,,night,
JUV-1304,Thomisidae,Alcimochthes,,j,1,2025,11,20,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,管珮均,day,
JUV-1304,Thomisidae,Alcimochthes,,j,1,2025,11,20,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,管珮均,day,
JUV-1304,Thomisidae,Tmarus,,jf,1,2025,11,20,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,管珮均,day,
JUV-1305,Tetragnathidae,Tetragnatha,,j,1,2025,11,20,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,管珮均,day,
JUV-1306,Lycosidae,Pardosa,,j,1,2025,11,20,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,管珮均,day,
JUV-1307,Salticidae,Carrhotus,,jf,1,2025,11,19,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,林佩樺,day,
JUV-1308,Araneidae,Cyrtophora,exanthematica,j,1,2025,11,19,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,管珮均,night,
JUV-1309,Thomisidae,Tmarus,,j,1,2025,11,20,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,林佩樺,day,
JUV-1309,Thomisidae,Tmarus,,j,1,2025,11,20,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,林佩樺,day,
JUV-1310,Theridiidae,Anelosimus,,j,1,2025,11,20,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,林佩樺,day,
JUV-1311,Lycosidae,Pardosa,,j,1,2025,11,19,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,林佩樺,night,
JUV-1312,Lycosidae,Pardosa,,j,1,2025,11,19,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,林佩樺,night,
JUV-1313,Tetragnathidae,Tetragnatha,,j,1,2025,11,19,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,林佩樺,night,
JUV-1314,Thomisidae,Tmarus,,j,1,2025,11,19,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,管珮均,day,
JUV-1314,Thomisidae,Tmarus,,j,1,2025,11,19,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,管珮均,day,
JUV-1315,Salticidae,Carrhotus,,j,1,2025,11,19,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,管珮均,day,
JUV-1316,Tetragnathidae,Tetragnatha,,j,1,2025,11,19,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,管珮均,day,
JUV-1317,Lycosidae,Pardosa,,j,1,2025,11,18,花蓮縣,秀林鄉,臺地步道-南,Taiwan,24.157994,121.621373,管珮均,night,
JUV-1318,Linyphiidae,Neriene,,j,1,2025,11,18,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,管珮均,night,
JUV-1319,Tetragnathidae,,,j,1,2025,11,18,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,管珮均,night,
JUV-1320,Theridiidae,Platnickina,,j,1,2025,11,18,花蓮縣,秀林鄉,臺地步道-南,Taiwan,24.157994,121.621373,林佩樺,night,
JUV-1321,Salticidae,Bianor,,j,1,2025,10,30,花蓮縣,秀林鄉,臺地步道-南,Taiwan,24.157994,121.621373,林佩樺,day,
JUV-1322,Salticidae,,,j,1,2025,10,30,花蓮縣,秀林鄉,臺地步道-南,Taiwan,24.157994,121.621373,林佩樺,day,
JUV-1323,Thomisidae,Tmarus,,j,1,2025,10,30,花蓮縣,秀林鄉,臺地步道-南,Taiwan,24.157994,121.621373,林佩樺,day,
JUV-1324,Araneidae,,,j,1,2025,10,30,花蓮縣,秀林鄉,臺地步道-南,Taiwan,24.157994,121.621373,林佩樺,day,
JUV-1324,Araneidae,,,j,1,2025,10,30,花蓮縣,秀林鄉,臺地步道-南,Taiwan,24.157994,121.621373,林佩樺,day,
JUV-1324,Araneidae,Cyrtophora,,j,1,2025,10,30,花蓮縣,秀林鄉,臺地步道-南,Taiwan,24.157994,121.621373,林佩樺,day,
JUV-1324,Araneidae,Gasteracantha,,j,1,2025,10,30,花蓮縣,秀林鄉,臺地步道-南,Taiwan,24.157994,121.621373,林佩樺,day,
JUV-1324,Araneidae,,,j,1,2025,10,30,花蓮縣,秀林鄉,臺地步道-南,Taiwan,24.157994,121.621373,林佩樺,day,
JUV-1325,Tetragnathidae,Leucauge,,jm,1,2025,11,18,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,管珮均,night,
JUV-1325,Linyphiidae,Neriene,,jm,1,2025,11,18,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,管珮均,night,
JUV-1326,Lycosidae,Pardosa,laura,j,1,2025,11,18,花蓮縣,秀林鄉,臺地步道-南,Taiwan,24.157994,121.621373,管珮均,night,
JUV-1327,Thomisidae,Tmarus,,jm,1,2025,11,19,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,管珮均,day,
JUV-1327,Thomisidae,Tmarus,,j,1,2025,11,19,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,管珮均,day,
JUV-1327,Theridiidae,,,j,1,2025,11,19,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,管珮均,day,
JUV-1328,Nephilidae,Nephila,pilipes,jm,1,2025,11,19,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,林佩樺,night,
JUV-1329,Oxyopidae,Oxyopes,hasta,jf,1,2025,11,20,花蓮縣,秀林鄉,太魯閣遊客中心,Taiwan,24.157934,121.62324,林佩樺,day,
JUV-1330,Tetragnathidae,Mesida,,jm,1,2025,11,19,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,管珮均,night,
JUV-1330,Tetragnathidae,Leucauge,,jm,1,2025,11,19,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,管珮均,night,
JUV-1330,Araneidae,Cyclosa,,jm,1,2025,11,19,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,管珮均,night,
JUV-1330,Araneidae,cyrtophora,exanthematica,jm,1,2025,11,19,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,管珮均,night,
JUV-1330,Uloboridae,,,jm,1,2025,11,19,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,管珮均,night,
JUV-1330,Theridiidae,Parasteatoda,,jm,1,2025,11,19,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,管珮均,night,
JUV-1331,Thomisidae,Tmarus,,j,1,2025,10,30,花蓮縣,秀林鄉,臺地步道-南,Taiwan,24.157994,121.621373,林佩樺,day,
JUV-1332,Sparassidae,,,j,1,2025,10,11,花蓮縣,秀林鄉,臺地步道,Taiwan,24.159407,121.621845,陳顧淋,day,
